# Data from Clarivate Analytics' Web of Science, retrieved 23 November 2018
# This file generated on 2018-11-23 15:30:02
item,AU,DE,SO,id,title,year
7688,"Keller, K|Tan, K|Morel, FMM|Bradford, DF",,CLIMATIC CHANGE,WOS:000089340800003,Preserving the ocean circulation: Implications for climate policy,2000
7689,"Wei, Hejie|Fan, Weiguo|Wang, Xuechao|Lu, Nachuan|Dong, Xiaobin|Zhao, Yanan|Ya, Xijia|Zhao, Yifei",ecosystem service supply|ecosystem service demand|supply-demand mismatch|payment for ecosystem service,ECOSYSTEM SERVICES,WOS:000418879800003,Integrating supply and social demand in ecosystem services assessment: A review,2017
7690,"Li, Fei|Duan, Huan-Feng|Yan, Hexiang|Tao, Tao",detention tank|local design criteria|multi-objective optimization (moo)|return period|swmm|urban stormwater drainage system (usds),WATER RESOURCES MANAGEMENT,WOS:000352822700002,Multi-Objective Optimal Design of Detention Tanks in the Urban Stormwater Drainage System: Framework Development and Case Study,2015
7691,"Jiang, Shanhu|Ren, Liliang|Hong, Yang|Yong, Bin|Yang, Xiaoli|Yuan, Fei|Ma, Mingwei",satellite precipitation|hydrological modeling|streamflow|bayesian model averaging,JOURNAL OF HYDROLOGY,WOS:000306777500020,Comprehensive evaluation of multi-satellite precipitation products with a dense rain gauge network and optimally merging their simulated hydrological flows using the Bayesian model averaging method,2012
7692,"Liu, Hui|Sun, Ping|Liu, Hongxia|Yang, Shaogui|Wang, Liansheng|Wang, Zunyao",benzophenone|photobacterium phosphoreum|daphnia magna|qsar|interspecies relationship,CHEMOSPHERE,WOS:000356740900024,"Acute toxicity of benzophenone-type UV filters for Photobacterium phosphoreum and Daphnia magna: QSAR analysis, interspecies relationship and integrated assessment",2015
7693,"Estrada, Leonel Lara|Rasche, Livia|Schneider, Uwe A.",land evaluation|ecological modeling|suitability functions|bayesian networks|integrated modeling framework,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000406177500016,Modeling land suitability for Coffea arabica L. in Central America,2017
7694,"Hughes, Denis A.|Mantel, Sukhmani K.|Servat, E|Demuth, S|Dezetter, A|Daniell, T",hydrological modelling|uncertainty|water use|water resources management,GLOBAL CHANGE: FACING RISKS AND THREATS TO WATER RESOURCES,WOS:000298021900046,Estimating uncertainties in simulations of natural and modified streamflow regimes in South Africa,2010
7695,"Liao, Hua-Sheng|Sampath, Prasanna V.|Curtis, Zachary K.|Li, Shu-Guang",groundwater-lake interaction|parameter estimation|multiscale,JOURNAL OF HYDROLOGIC ENGINEERING,WOS:000363089300012,Hierarchical Modeling and Parameter Estimation for a Coupled Groundwater-Lake System,2015
7696,"Azar, Christian|Johansson, Daniel J. A.|Mattsson, Niclas",climate change|energy systems|integrated assessment models|negative emissions,ENVIRONMENTAL RESEARCH LETTERS,WOS:000325247100010,Meeting global temperature targets-the role of bioenergy with carbon capture and storage,2013
7697,"Zannetti, P|Zannetti, P|Brebbia, CA",environmental modeling|pollution|computer simulation|numerical modeling|computer sciences|research and development|multimedia modeling|comprehensive modeling systems|virtual reality,DEVELOPMENT AND APPLICATION OF COMPUTER TECHNIQUES TO ENVIRONMENTAL STUDIES VI,WOS:A1996BG78J00001,Environmental modeling - The next generation,1996
7698,"Guan, Mingfu|Sillanpaa, Nora|Koivusalo, Harri",urban hydrological modelling|swmm|urbanization|hydrological changes|lid control,HYDROLOGICAL PROCESSES,WOS:000356810500003,Modelling and assessment of hydrological changes in a developing urban catchment,2015
7699,"Rawlins, B. G.|Scheib, C.|Tyler, A. N.|Beamish, D.",,JOURNAL OF ENVIRONMENTAL MONITORING,WOS:000312655800003,Optimal mapping of terrestrial gamma dose rates using geological parent material and aerogeophysical survey data,2012
7700,"Khan, Hassaan Furqan|Yang, Y. C. Ethan|Xie, Hua|Ringler, Claudia",,HYDROLOGY AND EARTH SYSTEM SCIENCES,WOS:000417851600001,A coupled modeling framework for sustainable watershed management in transboundary river basins,2017
7701,"ApSimon, HM|Couling, S|Cowell, D|Warren, RF",emissions|nitrogen|ammonia|agriculture|integrated assessment modelling|abatement strategies,WATER AIR AND SOIL POLLUTION,WOS:A1995UE15800006,Reducing the contribution of ammonia to nitrogen deposition across Europe,1995
7702,"Rotmans, J|Rotmans, J|Rothman, DS",,SCALING IN INTEGRATED ASSESSMENT,WOS:000182134900013,Scaling in integrated assessment: Problem or chailenge?,2003
7703,"Borgonovo, E.|Castaings, W.|Tarantola, S.",global sensitivity analysis|uncertainty analysis|meta-modelling|environmental modelling,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000303094300009,Model emulation and moment-independent sensitivity analysis: An application to environmental modelling,2012
7704,"Du, Jinkang|Qian, Li|Rui, Hanyi|Zuo, Tianhui|Zheng, Dapeng|Xu, Youpeng|Xu, C. -Y.",ca-markov model|hec-hms model|urbanization|annual runoff|peak flow|flood volume,JOURNAL OF HYDROLOGY,WOS:000309783700011,"Assessing the effects of urbanization on annual runoff and flood events using an integrated hydrological modeling system for Qinhuai River basin, China",2012
7705,"Naumoski, Andreja|Krstic, Svetislav|Mitreski, Kosta|Kocarev, L",inverse sigmoid distribution|fuzzy membership function|similarity metric|water quality models,ICT INNOVATIONS 2011,WOS:000310937300019,Novel Inverse Sigmoid Fuzzy Approach for Water Quality Diatom Classification,2011
7706,"Pena, P. A.|Hernandez, J. A.|Toro, M. V.|Anderssen, RS|Braddock, RD|Newham, LTH",bgpt (backward gaussian puff tracking)|evolutionary computation (ec)|lagrangian puff model (lgp)|environmental modeling|takagi sugeno (tks)|macropuffs (non uniform puff functions - npfs),18TH WORLD IMACS CONGRESS AND MODSIM09 INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION,WOS:000290045002036,Asynchronous Evolutionary Modeling for PM(10) Spatial Characterization,2009
7707,"Mateus, Marcos|Almeida, Carina|Brito, David|Neves, Ramiro",watershed modelling and management|pollution load reduction|eutrophication|water environmental capacity|land use|water resources management|ce-qual-w2 model|swat model,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,WOS:000334438200041,From Eutrophic to Mesotrophic: Modelling Watershed Management Scenarios to Change the Trophic Status of a Reservoir,2014
7708,"Mead, Reggie|Paxton, John|Sojda, Rick|Tian, H",bayesian belief networks|modelling and simulation of ecosystems|statistics,PROCEEDINGS OF THE SECOND IASTED INTERNATIONAL CONFERENCE ON ENVIRONMENTAL MODELLING AND SIMULATION,WOS:000246359900024,Applications of Bayesian networks in ecological modeling,2006
7709,"Rodriguez-Espindola, Oscar|Gaytan, Juan",emergency logistics|preparedness|facility location|prepositioning,NATURAL HAZARDS,WOS:000350343600027,Scenario-based preparedness plan for floods,2015
7710,"Borja, Angel|Galparsoro, Ibon|Irigoien, Xabier|Iriondo, Ane|Menchaca, Iratxe|Muxika, Inigo|Pascual, Marta|Quincoces, Inaki|Revilla, Marta|Rodriguez, J. German|Santurtun, Marina|Solaun, Oihana|Uriarte, Ainhize|Valencia, Victoriano|Zorita, Izaskun",marine strategy framework directive|environmental status|methodological approach|implementation|quality assessment,MARINE POLLUTION BULLETIN,WOS:000291133500015,"Implementation of the European Marine Strategy Framework Directive: A methodological approach for the assessment of environmental status, from the Basque Country (Bay of Biscay)",2011
7711,"Bierkens, J. G. E. A.|Pirrone, N",heavy metals|impact assessment|iq loss|lead|monetary valuation|primary-school children,PROCEEDINGS OF THE 16TH INTERNATIONAL CONFERENCE ON HEAVY METALS IN THE ENVIRONMENT,WOS:000326475400295,Societal benefits from EU reduction measures to decrease lead levels in the environment; Combining results from the EU funded projects INTARESE and HEIMTSA,2013
7712,"Hartig, Johannes|Hoelzel, Britta|Moosbrugger, Helfried",,MULTIVARIATE BEHAVIORAL RESEARCH,WOS:000247879400006,A confirmatory analysis of item reliability trends (CAIRT): Differentiating true score and error variance in the analysis of item context effects,2007
7713,"Dymond, John R.|Davie, Tim J. A.|Fenemor, Andrew D.|Ekanayake, Jagath C.|Knight, Ben R.|Cole, Anthony O.|Munguia, Oscar Montes de Oca|Allen, Will J.|Young, Roger G.|Basher, Les R.|Dresser, Marc|Batstone, Chris J.",integrated modelling|environmental intensity|catchment performance|policy development|model coupling|catchment vision|futures modelling,ENVIRONMENTAL MANAGEMENT,WOS:000281979100015,Integrating Environmental and Socio-Economic Indicators of a Linked Catchment-Coastal System Using Variable Environmental Intensity,2010
7714,"Gregory, Matthew J.|Kimerling, A. Jon|White, Denis|Sahr, Kevin",discrete global grid system|intercell distance|cell wall midpoint|goodchild criteria|distortion analysis,COMPUTERS ENVIRONMENT AND URBAN SYSTEMS,WOS:000257017100003,A comparison of intercell metrics on discrete global grid systems,2008
7715,"Sippel, Sebastian|Forkel, Matthias|Rammig, Anja|Thonicke, Kirsten|Flach, Milan|Heimann, Martin|Otto, Friederike E. L.|Reichstein, Markus|Mahecha, Miguel D.",climate extremes|carbon cycle extremes|vegetation modelling|biogeosciences|climate change|ensemble modelling,ENVIRONMENTAL RESEARCH LETTERS,WOS:000404943800006,Contrasting and interacting changes in simulated spring and summer carbon cycle extremes in European ecosystems,2017
7716,"Tol, RSJ|Heintz, RJ|Lammers, PEM",,CLIMATIC CHANGE,WOS:000181340200005,Methane emission reduction: An application of FUND,2003
7717,"Zhao, Xiaomin|Lung, Wu-Seng",hormones|17 beta-estradiol|fate and transport|hspf modeling|basins,CHEMOSPHERE,WOS:000411846900092,Modeling the fate and transport of 17 beta-estradiol in the South River watershed in Virginia,2017
7718,"Mineter, MJ|Dowers, S|Skouloudis, AN|Jarvis, CH",grid computing|urban air quality|environmental modelling|policy support,INTERNATIONAL JOURNAL OF ENVIRONMENT AND POLLUTION,WOS:000221330000031,"Towards use of grids in environmental research, management and policy",2003
7719,"Hyytia, Nina|Kola, Jukka",,"RURAL DEVELOPMENT 2007, VOL 3, BOOK 2, PROCEEDINGS",WOS:000258167800007,Social accounting matrix illustrating rural and urban connections in remote rural area in Finland,2007
7720,"Acosta, Lilibeth|Klein, Richard J. T.|Reidsma, Pytrik|Metzger, Marc J.|Rounsevell, Mark D. A.|Leemans, Rik|Schroeter, Dagmar",adaptation|adaptive capacity|fuzzy logic analysis|scenario development,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,WOS:000328179400037,A spatially explicit scenario-driven model of adaptive capacity to global change in Europe,2013
7721,"Toernros, Tobias|Menzel, Lucas",climate variability|hydrological modelling|jordan river region|leaf area index (lai)|normalised difference vegetation index (ndvi),HYDROLOGY RESEARCH,WOS:000341061400013,Leaf area index as a function of precipitation within a hydrological model,2014
7722,"Munier, S.|Polebistki, A.|Brown, C.|Belaud, G.|Lettenmaier, D. P.",swath altimetry|data assimilation|hydrology|water management|automatic control,WATER RESOURCES RESEARCH,WOS:000349889800031,SWOT data assimilation for operational reservoir management on the upper Niger River Basin,2015
7723,"Davies, J.|Beven, K.|Rodhe, A.|Nyberg, L.|Bishop, K.",residence time|catchment modeling|isotope,WATER RESOURCES RESEARCH,WOS:000324838300017,Integrated modeling of flow and residence times at the catchment scale with multiple interacting pathways,2013
7724,"Armstrong, R. N.|Pomeroy, J. W.|Martz, L. W.",spatiotemporal variability|cold regions hydrological modelling platform|actual evaporation|penman-monteith|canadian prairies|land surface parameterization,JOURNAL OF HYDROLOGY,WOS:000348879900015,Variability in evaporation across the Canadian Prairie region during drought and non-drought periods,2015
7725,"Zhan, Yu|Zhang, Minghua",sensitivity analysis|correlation|sobol' method|importance measurement|pesticide risk,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000327575600011,Application of a combined sensitivity analysis approach on a pesticide environmental risk indicator,2013
7726,"Graham, LP",,AMBIO,WOS:000222127800010,Climate change effects on river flow to the Baltic Sea,2004
7727,"Gaba, C.|Alamou, E.|Afouda, A.|Diekkrueger, B.",rainfall-runoff modelling|least action principle|uncertainties|stochastic differential equations|climate change,HYDROLOGICAL SCIENCES JOURNAL-JOURNAL DES SCIENCES HYDROLOGIQUES,WOS:000404851900012,Improvement and comparative assessment of a hydrological modelling approach on 20 catchments of various sizes under different climate conditions,2017
7728,"Lange, NT",,PHYSICS AND CHEMISTRY OF THE EARTH PART B-HYDROLOGY OCEANS AND ATMOSPHERE,WOS:000082491200006,New mathematical approaches in hydrological modeling - An application of artificial neural networks,1999
7729,"Houborg, Rasmus|Rodell, Matthew|Li, Bailing|Reichle, Rolf|Zaitchik, Benjamin F.",,WATER RESOURCES RESEARCH,WOS:000306906100001,Drought indicators based on model-assimilated Gravity Recovery and Climate Experiment (GRACE) terrestrial water storage observations,2012
7730,"Cichota, R.|Snow, V. O.|Chan, F|Marinova, D|Anderssen, RS",model simplification|heterogeneous excreta return|grazing systems modelling|apsim model framework,19TH INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION (MODSIM2011),WOS:000314989300105,Simplifying pastoral systems modelling - accounting for the effect of urine deposition on N leaching,2011
7731,"Ritschel, Christoph|Ulbrich, Uwe|Nevir, Peter|Rust, Henning W.",,HYDROLOGY AND EARTH SYSTEM SCIENCES,WOS:000418324300002,Precipitation extremes on multiple timescales - Bartlett-Lewis rectangular pulse model and intensity-duration-frequency curves,2017
7732,"Amann, M|Johansson, M|Lukewille, A|Schopp, W|Apsimon, H|Warren, R|Gonzales, T|Tarrason, L|Tsyro, S",cost-effectiveness|integrated assessment model|particulate matter|primary and secondary aerosols,WATER AIR AND SOIL POLLUTION,WOS:000172011900008,An integrated assessment model for fine particulate matter in Europe,2001
7733,"de Vos, M. G.|Janssen, P. H. M.|Kok, M. T. J.|Frantzi, S.|Dellas, E.|Pattberg, P.|Petersen, A. C.|Biermann, F.",knowledge formalization|regimes|governance|integrated assessment|fuzzy logic|interdisciplinary,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000319243700008,Formalizing knowledge on international environmental regimes: A first step towards integrating political science in integrated assessments of global environmental change,2013
7734,"Shi, Xiaoqing|Ye, Ming|Curtis, Gary P.|Miller, Geoffery L.|Meyer, Philip D.|Kohler, Matthias|Yabusaki, Steve|Wu, Jichun",,WATER RESOURCES RESEARCH,WOS:000337672900045,Assessment of parametric uncertainty for groundwater reactive transport modeling,2014
7735,"Bouklia-Hassane, Rachid|Yebdri, Djilali|Tidjani, Abdellatif El-Bari",integrated water resources management|irrigation|hydrological modeling|oran province|simulations|water policies|weap model,DESALINATION AND WATER TREATMENT,WOS:000368690300029,Prospects for a larger integration of the water resources system using WEAP model: a case study of Oran province,2016
7736,"Dietz, T|Tanguay, J|Tuler, S|Webler, T",ecosystem modeling|local government officials|local planning|nitrogen loading|perceptions,COASTAL MANAGEMENT,WOS:000221521600006,Making computer models useful: An exploration of expectations by experts and local officials,2004
7737,"Kros, J.|Frumau, K. F. A.|Hensen, A.|de Vries, W.",ammonia emission|nitrous oxide emission|nitrate leaching|nitrogen runoff|modelling|natura 2000|agricultural measures,ENVIRONMENTAL POLLUTION,WOS:000295658700005,Integrated analysis of the effects of agricultural management on nitrogen fluxes at landscape scale,2011
7738,"Fraunholz, B|Schauer, H|KhosrowPour, M",,"INFORMATION TECHNOLOGY AND ORGANIZATIONS: TRENDS, ISSUES, CHALLENGES AND SOLUTIONS, VOLS 1 AND 2",WOS:000189487100074,Project-MEMO - Integrated process based enterprise-resource and project planning,2003
7739,"Grimm, |Frank, K|Jeltsch, F|Brandl, R|Uchmanski, J|Wissel, C",ecological modelling|pattern-oriented models|rabies|metapopulation|individual variability,SCIENCE OF THE TOTAL ENVIRONMENT,WOS:A1996UH96300014,Pattern-oriented modelling in population ecology,1996
7740,"Duque, Natalia|Duque, Daniel|Saldarriaga, Juan|Saldarriaga, J",sewer systems|design of series of pipes|optimization|graph modelling|shortest path problem,"XVIII INTERNATIONAL CONFERENCE ON WATER DISTRIBUTION SYSTEMS, WDSA2016",WOS:000416784200009,Dynamic programming over a graph modeling framework for the optimal design of pipe series in sewer systems,2017
7741,"Han, Jing-Cheng|Huang, Guohe|Huang, Yuefei|Zhang, Hua|Li, Zhong|Chen, Qiuwen",rainfall intensity|surface runoff|scale|modeling efficiency|uncertainty|three gorges reservoir,SCIENCE OF THE TOTAL ENVIRONMENT,WOS:000355010400002,Chance-constrained overland flow modeling for improving conceptual distributed hydrologic simulations based on scaling representation of sub-daily rainfall variability,2015
7742,"Ekstrom, M.|Jones, P. D.|Fowler, H. J.|Lenderink, G.|Buishand, T. A.|Conway, D.",hadrm3h|temperature|rainfall|pet|europe,HYDROLOGY AND EARTH SYSTEM SCIENCES,WOS:000246812100002,Regional climate model data used within the SWURVE project 1: projected changes in seasonal patterns and estimation of PET,2007
7743,"Yu, Xuan|Bhatt, Gopal|Duffy, Christopher J.|Wardrop, Denice H.|Najjar, Raymond G.|Ross, Andrew C.|Rydzik, Matthew",climate change impacts|gcm|spatial patterns|watershed modeling|water table|pihm|wetland|susquehanna river basin,CLIMATE RESEARCH,WOS:000366332200003,A coupled surface-subsurface modeling framework to assess the impact of climate change on freshwater wetlands,2015
7744,"Endrizzi, Stefano|Marsh, Philip",arctic regions|geotop|hydrological modeling|shrub-tundra|snowmelt energetics,HYDROLOGY RESEARCH,WOS:000282363300004,Observations and modeling of turbulent fluxes during melt at the shrub-tundra transition zone 1: point scale variations,2010
7745,"Kuemmerlen, Mathias|Domisch, Sami|Schmalz, Britta|Cai, Qinghua|Fohrer, Nicola|Jaehnig, Sonja C.",aquatic ecosystems|benthic macroinvertebrates|china|integrated modelling|species distribution modelling,HYDROLOGIE UND WASSERBEWIRTSCHAFTUNG,WOS:000307142600003,Integrated modelling of aquatic ecosystems in China: Distribution of benthic macroinvertebrates at catchment scale,2012
7746,"Vigano, G.|Confortola, G.|Fornaroli, R.|Cabrini, R.|Canobbio, S.|Mezzanotte, V.|Bocchiola, D.",river habitat|hydrological modeling|suitability curves|climate change projections,JOURNAL OF HYDROLOGIC ENGINEERING,WOS:000368805800017,Effects of Future Climate Change on a River Habitat in an Italian Alpine Catchment,2016
7747,"Kastner-Klein, P|Fedorovich, E|Ketzel, M|Berkowicz, R|Britter, R",street-canyon ventilation|traffic pollution|traffic-produced turbulence|urban air quality modelling,ENVIRONMENTAL FLUID MECHANICS,WOS:000183253100004,The modelling of turbulence from traffic in urban dispersion models - Part II: Evaluation against laboratory and full-scale concentration measurements in street canyons,2003
7748,"Clark, Martyn P.|Kavetski, Dmitri|Fenicia, Fabrizio",,WATER RESOURCES RESEARCH,WOS:000295610200001,Pursuing the method of multiple working hypotheses for hydrological modeling,2011
7749,"Ma, Lin|Guo, Jinhua|Velthof, Gerard L.|Li, Yanming|Chen, Qing|Ma, Wenqi|Enema, Oene|Zhang, Fusuo",urbanization|nutrient management|integrated assessment|recycling|governance|environmental impacts,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,WOS:000343839100017,Impacts of urban expansion on nitrogen and phosphorus flows in the food system of Beijing from 1978 to 2008,2014
7750,"Hahn, C.|Prasuhn, V.|Stamm, C.|Milledge, D. G.|Schulin, R.",,HYDROLOGY AND EARTH SYSTEM SCIENCES,WOS:000341597600011,A comparison of three simple approaches to identify critical areas for runoff and dissolved reactive phosphorus losses,2014
7751,"Dyer, F.|El Sawah, S.|Harrison, E.|Broad, S.|Croke, B.|Norris, R.|Jakeman, A.|Peters, NE|Krysanova, |Lepisto, A|Prasad, R|Thoms, M|Wilby, R|Zandaryaa, S",bayesian network models|water quality|prediction|climate change|integrated modelling,WATER QUALITY: CURRENT TRENDS AND EXPECTED CLIMATE CHANGE IMPACTS,WOS:000297275400027,6 Predicting water quality responses to a changing climate: building an integrated modelling framework,2011
7752,"Yankovich, T. L.|Kim, S. B.|Baumgaertner, F.|Galeriu, D.|Melintescu, A.|Miyamoto, K.|Saito, M.|Siclet, F.|Davis, P.","organically-bound tritium, obt|hto|freshwater mussels|model comparison|dynamic",JOURNAL OF ENVIRONMENTAL RADIOACTIVITY,WOS:000285174200003,Measured and modelled tritium concentrations in freshwater Barnes mussels (Elliptio complanata) exposed to an abrupt increase in ambient tritium levels,2011
7753,"Hraska, J|Stranak, Z",,"PROCEEDINGS OF THE 4TH INTERNATIONAL CONFERENCE ON INDOOR AIR QUALITY, VENTILATION AND ENERGY CONSERVATION IN BUILDINGS, VOLS I-III",WOS:000178473300246,"Integrated assessment of daylighting, thermal comfort and energy consumption in Slovakian schools",2001
7754,"Fossey, M.|Rousseau, A. N.",isolated wetlands|riparian wetlands|hydrotel|watershed-scale modelling|climate change|hydrological indicators,JOURNAL OF ENVIRONMENTAL MANAGEMENT,WOS:000388778400020,Can isolated and riparian wetlands mitigate the impact of climate change on watershed hydrology? A case study approach,2016
7755,"Borowski, Ilke|Hare, Matt",use of models|tools|participatory river basin management|wfd|policy-science interface|social learning,WATER RESOURCES MANAGEMENT,WOS:000247312200002,Exploring the gap between water managers and researchers: Difficulties of model-based tools to support practical water management,2007
7756,"Ley, Rita|Hellebrand, Hugo|Casper, Markus C.|Fenicia, Fabrizio",catchment classification|flow duration curve|hydrological modelling|model evaluation|model performance|signature indices,HYDROLOGY RESEARCH,WOS:000374314900002,Comparing classical performance measures with signature indices derived from flow duration curves to assess model structures as tools for catchment classification,2016
7757,"Vindimian, Eric","toxicity assessment, regulation|public policies|research for public policies|chemicals, environment|human health|ecology",ENVIRONMENTAL TOXICOLOGY,WOS:000281690200003,Toxicity Assessment and Public Policies: An Urgent Need for Research,2010
7758,"Lavalle, Carlo|Baranzelli, Claudia|Batista e Silva, Filipe|Mubareka, Sarah|Gomes, Carla Rocha|Koomen, Eric|Hilferink, Maarten|Murgante, B|Gervasi, O|Iglesias, A|Taniar, D|Apduhan, BO",land use/cover|modelling|europe|land demand|factor data,"COMPUTATIONAL SCIENCE AND ITS APPLICATIONS - ICCSA 2011, PT I",WOS:000305796800008,A High Resolution Land Use/Cover Modelling Framework for Europe: Introducing the EU-ClueScanner100 Model,2011
7759,"Fournier, Eric D.|Keller, Arturo A.|Geyer, Roland|Frew, James",,ENVIRONMENTAL SCIENCE & TECHNOLOGY,WOS:000370454200048,Investigating the Energy-Water Usage Efficiency of the Reuse of Treated Municipal Wastewater for Artificial Groundwater Recharge,2016
7760,"van Zijl, George|Le Roux, Pieter",digital soil mapping|terrain analysis|ecosystem services|conceptual hydrological soil responses|solim,WATER SA,WOS:000346630300015,"Creating a conceptual hydrological soil response map for the Stevenson Hamilton Research Supersite, Kruger National Park, South Africa",2014
7761,"Bolster, Diogo|Neuweiler, Insa|Dentz, Marco|Carrera, Jesus",,WATER RESOURCES RESEARCH,WOS:000287037700002,The impact of buoyancy on front spreading in heterogeneous porous media in two-phase immiscible flow,2011
7762,"Li, Bin|Li, Changyou|Liu, Jianyu|Zhang, Qiang|Duan, Limin",budyko hypothesis|hydrological processes|attribution evaluation|climate change|human activity,WATER,WOS:000395435800046,"Decreased Streamflow in the Yellow River Basin, China: Climate Change or Human-Induced?",2017
7763,"Parsons, R. P.|Vermeulen, P. D.",,WATER SA,WOS:000396502100007,"The hidden hydrology of Groenvlei, a lacustrine wetland on the southern Cape coast of South Africa",2017
7764,"Bonfill, A|Espuna, A|Plugjaner, L|Puigjaner, L|Espuna, A",proactive schedule|rescheduling|robustness|uncertainty,"EUROPEAN SYMPOSIUM ON COMPUTER-AIDED PROCESS ENGINEERING-15, 20A AND 20B",WOS:000233423000175,Proactive approach to address robust batch process scheduling under short-term uncertainties,2005
7765,"O'Connor, A|Zerger, A|Itami, B",tourist behaviour|tracking technology|agent-based modeling|gis,MATHEMATICS AND COMPUTERS IN SIMULATION,WOS:000230029500012,Geo-temporal tracking and analysis of tourist movement,2005
7766,"Parajka, J.|Bloeschl, G.",,HYDROLOGY AND EARTH SYSTEM SCIENCES,WOS:000241763700005,Validation of MODIS snow cover images over Austria,2006
7767,"Khalili, M.|Leconte, R.|Brissette, F.|Martin-Duque, JF|Brebbia, CA|Emmanouloudis, DE|Mander, U",weather generator|precipitation|markov chain|spatial autocorrelation|hydrological modeling,GEO-ENVIRONMENT AND LANDSCAPE EVOLUTION II,WOS:000238905000028,Efficient watershed modeling using a multi-site weather generator for meteorological data,2006
7768,"Han, Yingnan|Zhu, Lusheng|Wang, Jinhua|Wang, Jun|Xie, Hui|Zhang, Shumin",toxicity|antioxidative system|gst|mda|ros|scge,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,WOS:000342122000030,Integrated assessment of oxidative stress and DNA damage in earthworms (Eisenia fetida) exposed to azoxystrobin,2014
7769,"Bagheri, MohammadHossein|Morid, Saeid|Arshad, Saleh",water budget|remotely-sensed data|sebal|endorheic basin|lake urmia,JOURNAL OF THE INDIAN SOCIETY OF REMOTE SENSING,WOS:000394243200010,"Application of Remotely-Sensed Data to Estimate a Water Budget for Data-Scarce Endorheic Basins: A Case Study of Lake Urmia basin, Iran",2017
7770,"Becker, A|Braun, P",hydrological modelling|disaggregation|aggregation|spatial scaling,JOURNAL OF HYDROLOGY,WOS:000080031200006,"Disaggregation, aggregation and spatial scaling in hydrological",1999
7771,"CROWE, AS|BOOTY, WG",,ENVIRONMENTAL MONITORING AND ASSESSMENT,WOS:A1995RA93100005,A MULTILEVEL ASSESSMENT METHODOLOGY FOR DETERMINING THE POTENTIAL FOR GROUNDWATER CONTAMINATION BY PESTICIDES,1995
7772,"Solidoro, C.|Cossarini, G.|Canu, D. Melaku|Mander, U|Brebbia, CA|Tiezzi, E",ecological modelling|water quality|lagoon of venice|macroalgae|clams|mose|maximum permissible loads|iczm|lter,SUSTAINABLE CITY IV : URBAN REGENERATION AND SUSTAINABILITY,WOS:000240491500038,Environmental management and numerical models: examples from long-term ecological research on a real case study,2006
7773,"Batlle-Aguilar, J.|Brovelli, A.|Luster, J.|Shrestha, J.|Niklaus, P. A.|Barry, D. A.",ecological restoration|riparian landscape|nutrient cycles|ecological modelling|doc mobilization|n removal,SCIENCE OF THE TOTAL ENVIRONMENT,WOS:000307085100020,Analysis of carbon and nitrogen dynamics in riparian soils: Model validation and sensitivity to environmental controls,2012
7774,"Bourouz, Sofiane|Zeghib, Nadia",web service|colored petri nets|reduction|service substitution,"2013 5TH INTERNATIONAL CONFERENCE ON MODELING, SIMULATION AND APPLIED OPTIMIZATION (ICMSAO)",WOS:000326538300073,Verifying Web Services Substitutability Using Open Colored Nets Reduction Techniques,2013
7775,"Xia, J|Wang, GS|Tan, G|Tachikawa, Y|Vieux, BE|Georgakakos, KP|Nakakita, E",coupling|distributed hydrological modelling|system approach|china,WEATHER RADAR INFORMATION AND DISTRIBUTED HYDROLOGICAL MODELLING,WOS:000189482200035,A distributed hydrological model applied to Heihe mountainous basin in western China,2003
7776,"Mandal, Subhra Prakash|Chakrabarty, Abhisek",flash flood|simulation model|hydrograph|cn grid|pick discharge,MODELING EARTH SYSTEMS AND ENVIRONMENT,WOS:000443087600010,Flash flood risk assessment for upper Teesta river basin: using the hydrological modeling system (HEC-HMS) software,2016
7777,"Bastin, Lucy|Cornford, Dan|Jones, Richard|Heuvelink, Gerard B. M.|Pebesma, Edzer|Stasch, Christoph|Nativi, Stefano|Mazzetti, Paolo|Williams, Matthew",uncertainty|model web|uncertweb|web services|uncertainty propagation|visualisation|interoperability,ENVIRONMENTAL MODELLING & SOFTWARE,WOS:000312517200009,Managing uncertainty in integrated environmental modelling: The UncertWeb framework,2013
7778,"Bari, MA|Smettem, KRJ|Sivapalan, M",evapotranspiration|annual water balance|clearing|groundwater discharge area|a priori parameter estimation,HYDROLOGICAL PROCESSES,WOS:000231587100001,Understanding changes in annual runoff following land use changes: a systematic data-based approach,2005
