DOI,title,1,2,3,4,5
10.1016/j.desal.2007.01.108,Modeling and simulation of membrane bioreactors by incorporating simultaneous storage and growth concept: an especial attention to fouling while modeling the biological process (2008),biological process modeling and filtration modeling for MBRs application in a harmonized way and hence provokes interconnected investigations from both the fields.,"Despite the fact that the fouling is inevitable, understanding of the inherent mechanisms and subsequent integrated modeling of the process seems greatly helpful for optimization and control.",The notion of 'complete model' provides a platform to infuse the researches from two different fields viz.,"Moreover, on account of operational and fundamental difference from conventional wastewater treatment processes, MBRs possess distinct biological dynamics and hence the activated sludge models (ASMs: ASM1, ASM3, etc.",The major obstacle for membrane bioreactors (MBRs) to become a widely applicable technology is the membrane fouling.
10.1016/j.envsoft.2008.09.009,Modelling with knowledge: A review of emerging semantic approaches to environmental modelling (2009),"The notion of ""declarative modelling"" has been suggested as a remedy to help design, communicate, share and integrate models.",This severely limits the options in reusing environmental models and connecting them to datasets or other models.,"Semantically aware environmental modelling is a way of designing, implementing and deploying environmental datasets and models based on the independent, standardized formalization of the underlying environmental science.","Yet, the knowledge they incorporate is rarely self-contained enough for them to be understood and used by humans or machines - without the modeller's mediation.","Models, and to a lesser extent datasets, embody sophisticated statements of environmental knowledge."
10.1016/j.envsoft.2008.12.002,GUI-HDMR - A software tool for global sensitivity analysis of complex models (2009),The size of the set of samples is however dependent on the problem and can be successively increased if additional accuracy is required.,The developed GUI-HDMR software copes very well with the test cases and sensitivity indices of first and second order could be calculated accurately with only low computational effort.,Extensions to the existing set of random sampling (RS)-HDMR tools have been developed in order to make the method more applicable for complex models with a large number of input parameters as often appear in environmental modelling.,"GUI-HDMR can be applied to a wide range of applications in all fields, because in principle only one random or quasi-random set of input and output values is required to estimate all sensitivity indices up to second order.",
10.1080/10255842.2011.554407,An integrated geometric modelling framework for patient-specific computational haemodynamic study on wide-ranged vascular network (2012),"With this framework, 3D vascular geometry reconstruction of an arterial network and quantification of its geometric feature are aimed.","In this paper, an integrated framework to model an arterial network tree for patient-specific computational haemodynamic study is developed.",The combination of 3D haemodynamic computation and vascular morphology quantification helps better understand the relationship between vascular morphology and haemodynamic force behind 'geometric risk factor' for cardiovascular diseases.,The results are compared with the marching-cubes (MC) method.,
10.1007/s11269-013-0327-y,Development and Analytical Verification of an Integrated 2-D Surface Water-Groundwater Model (2013),The new extended model (DIVAST-SG) is then tested against an analytical solution to verify that the model solves the equations correctly.,,,,
10.1145/2827696,PAM: Particle Automata in Modeling of Multiscale Biological Systems (2016),"We present a new concept of modeling framework that integrates the particle method with graph dynamical systems, called the particle automata model (PAM).","To demonstrate the broad scope of application of PAM, we present three models of very different biological phenomena: blood clotting, tumor proliferation, and fungal wheat infection.",,,
10.1016/j.ecoleng.2018.01.002,Effectiveness of a bubble-plume mixing system for managing phytoplankton in lakes and reservoirs (2018),"Interestingly, the numerical results indicate that the phytoplankton concentration is controlled by reduced growth rates due to light limitation in deep reservoirs (> 20 m), whereas settling loss is a more important factor in shallow reservoirs during the mixing period.",The numerical modeling results show that phytoplankton concentration may be substantially affected by the functional traits of the phytoplankton and the deployment depth of the mixing diffuser.,"Unfortunately, inconsistent outcomes from bubble-plume (induced) mixing are often reported in the literature.",,
10.1016/j.watres.2014.03.002,"Model-driven experimental evaluation of struvite nucleation, growth and aggregation kinetics (2014)","A modelling framework for precipitation-based nutrient recovery systems has been developed, incorporating non-ideal solution thermodynamics, a dynamic mass balance and a dynamic population balance to track the development of the precipitating particles.","The mechanisms of crystal nucleation and growth and, importantly, aggregation are considered.","A novel approach to the population balance embeds the nucleation rate into the model, enabling direct regression of its kinetic parameters.","Power law kinetic parameters for nucleation, crystal growth and particle aggregation rates were regressed from an ensemble data set generated from 14 laboratory seeded batch experiments using synthetic solutions.","Nutrient stewardship is emerging as an issue of global importance, which will drive the development of nutrient recovery in the near to medium future."
10.1016/j.envsoft.2016.03.001,Implementation and application of a distributed hydrological model using a component-based approach (2016),The results show that the componentised model reproduced the daily and monthly flow hydrograph with 'good' accuracy.,"The application of a model to different study areas often requires that the model be modified to conform to specific characteristics, but this can be challenging due to the poor readability and reusability of the legacy codes.",,,
10.1007/s00477-017-1419-7,Bayesian maximum entropy approach and its applications: a review (2018),"This review concludes with the present status of BME, and tentative paths for future methodological research, enhancements, and extensions.",The present paper reviews the conceptual framework and development of the Bayesian Maximum Entropy (BME) approach.,"In this work, one objective is the overview of distinct BME features.","By offering a foundation free of restrictive assumptions that limit comparable techniques, an ability to integrate a variety of prior knowledge bases, and rigorous accounting for both exact and uncertain data, the BME approach was coined as introducing modern spatiotemporal geostatistics.",A second objective is to illustrate BME applications and adoption within numerous different scientific disciplines.
10.1007/s10661-017-6202-1,Effect of mass housing settlement type on the comfortable open areas in terms of noise (2017),"Especially in alternatives consisting of point- and linear-type blocks, if the noise level is above 75 Leq (dBA), the percentage of comfortable open usage areas is very low.",The reliability of the simulation results is validated by on-site noise level measurements.,Comfortable open usage areas in 25 mass housing alternatives are determined for the case of being affected by three different road noises.,The layout of the structures according to the noise source is an important parameter in terms of the level of noise reaching to both open usage areas and the structure surfaces.,
10.1016/j.ecolind.2008.05.010,"A Stochastic Dynamic Methodology (StDM) for reservoir's water quality management: Validation of a multi-scale approach in a south European basin (Douro, Portugal) (2009)","The StDM is a sequential modelling process developed in order to predict the ecological status of changed ecosystems, from which management strategies can be designed.",The present paper examined the applicability of a holistic Stochastic Dynamic Methodology (StDM) in predicting the tendencies of phytoplankton communities and physicochemical conditions in reservoirs as a response to the changes in the respective watershed soil use.,The case of the Douro's basin (Portugal) was used to test the StDM performance in this multi-scale approach.,"The StDM model simulations were validated for the most part of the twenty-two components selected as ecological indicators, with a performance of 50% for the physicochemical variables, 75% for the phytoplankton variables, and 100% for the Carlson trophic state indices (TSI).","This approach provides a useful starting point, as a contribution for the practical implementation of the European Water Framework Directive, allowing the development of a true integrated assessment tool for water quality management, both at the scale of the reservoir body and at the scale of the respective river watershed dynamics."
10.1016/j.envres.2016.04.032,Expert QSAR system for predicting the bioconcentration factor under the REACH regulation (2016),"Model simplicity, transparency and mechanistic interpretation were fostered in order to allow for its application and acceptance within the REACH framework.",,,,
10.1080/09511929408944594,INTEGRATING DISTRIBUTED MODELS - THE ARCHITECTURE OF ENVISION (1994),An example design problem illustrates the manner in which independent models operate within an ENVISION instantiation.,"ENVISION (ENVironment for Interactive Simulation Integration Over Networks), a prototype implementation of model integration architecture is presented.",The conceptual framework for model interoperability is communicating objects participating in client-server relationships.,Logical encapsulation treats individual models as message passing objects.,"ENVISION includes mechanisms for accessing remote models, integrating those models into networks, running the model experiments, and then saving the configurations for use in subsequent system design efforts."
10.3390/w9090639,Simulink Implementation of a Hydrologic Model: A Tank Model Case Study (2017),"From the study, we found that Simulink could be a useful and convenient environment for hydrological analysis and model development.","The graphical representation utilized in the Simulink version of the Tank model helped us to understand the hydrological interactions described in the model, and the modular structure of the program facilitated the addition of new modules and the modification of existing modules as needed.","In the example given here, the Tank model was extended by two sub-modules representing evapotranspiration and storage-runoff distribution.","In this study, a Tank model was developed using Simulink and applied to a rainfall-runoff simulation for a study watershed to demonstrate the potential of Simulink as a tool for hydrological analysis.","In addition, model pre- and post-processing, such as input data preparation and results plotting, was carried out in MATLAB."
10.1016/j.jhydrol.2018.06.037,"A review and synthesis of hysteresis in hydrology and hydrological modeling: Memory, path-dependency, or missing physics? (2018)","In this paper, we review the fundamentals, theories, and general properties of hysteresis in the broad scientific literature and then focus on its representations in hydrological sciences.",Hysteresis is a widely reported phenomenon in natural and engineered systems across different temporal and spatial scales.,"Moreover, we show that the conventional model structure and parameterization may be designed in a way to partially reproduce a desired hysteretic behavior.","We discuss, however, that the missing dimensions/physics in a hydrologic model may be compensated to some extent by enabling the model with formal hysteretic components.",
10.3389/fenvs.2015.00058,Adaptive submodel selection in hybrid models (2015),This paper uses a simple example model of an artificial ecosystem to explore a hybrid model which may change the form of its component submodels in response to their local conditions and internal state relative to some putative optimization choices.,"In this context, hybrid modelers try to choose the best representations for each component of a model in order to maximize the utility of the model as a whole.",The immediate consequence of this possibility is that we should consider adaptive hybrid models whose submodels may change their representation based on their own state and the states of the other submodels within the system.,"Hybrid modeling seeks to address problems associated with the representation of complex systems using ""single-paradigm"" models: where traditional models may represent an entire system as a cellular automaton, for example, the set of submodels within a hybrid model may mix representations as diverse as individual-based models of organisms, Markov chain models, fluid dynamics models of regional ocean currents, and coupled population dynamics models.","Even with the flexibility afforded by the hybrid approach, the set of models constituting the whole system and the dynamics associated with interacting models may be most efficient only in parts of the global state space of the system."
10.1016/j.envsoft.2015.02.001,Reusability of model components for environmental simulation - Case studies for integrated coastal zone management (2015),"Well-designed components are of appropriate granularity, encapsulated, with a limited use of connectors and proper data handling.",A library of reusable model components could facilitate the maintenance of existing models and make the design of new models more efficient.,"Ultimately, the success of a model library depends on a sufficient set of quality components with complementary functionalities, a framework for quality control, and support of the environmental modelling community.","The multi-disciplinary project SPICOSA used a common, component-based simulation framework for environmental modelling, based on 18 case studies through Europe.",
10.1016/j.scitotenv.2005.08.002,Radionuclides in fruit systems: Model-model intercomparison study (2006),The use of several alternative models to derive a range of model outputs or risks is probably the only available technique to assess consistency in model prediction.,"For long-term predictions and for the continuous deposition scenario, the differences between models were about two orders of magnitude.",This study illustrates the importance of problem formulation and implementation of an analytic-deliberative process in risk characterization.,Modeling is widely used to predict radionuclide distribution following accidental radionuclide releases.,The differences between models were as great as five orders of magnitude for short-term predictions following acute radionuclide deposition.
10.2136/vzj2016.05.0048,Processes and Modeling of Initial Soil and Landscape Development: A Review (2016),"We present a review of the current literature regarding the description of initial structures, the state-of-the-art of research on structure-forming processes and their interaction with existing and newly emerging structures, as well as the corresponding modeling efforts.","Based on existing conceptions for integrated modeling of the coevolution of structures and ecohydrological behavior, we outline an integrative modeling framework that is based on a three-dimensional spatial structural model of initial sediment distributions, which can be used to: (i) analyze the spatiotemporal development dynamics depending on initial structures; and (ii) relate the simulated structural development to available observations of initial ecohydrological development.",The interaction between structures and ecohydrological processes during the critical initial development period is scarcely understood and often difficult to observe.,"We discuss possible validation and generalization strategies of modeling results, and propose to define three-dimensional spatial functional catchment units (process domains) characterized by specific structural dynamics and the dominant ecohydrological processes.","While viable modeling approaches exist for most aspects of initial development (e.g., landscape evolution, vegetation succession), a deeper understanding of the prevailing feedback mechanisms requires a comprehensive, integrated modeling approach."
10.1016/j.advengsoft.2017.10.004,Engineering design analysis utilizing a cloud platform (2018),"In this paper we present a novel methodology for modeling engineered and other systems based on integrating a set of component models that are accessible as ""model-as-a-service"" components within a cloud platform.",These ideas are presented within the context of a previously published engineering model for the thermal analysis and preliminary design of a small biomass cookstove.,"However, the systems model increased the time-to-solution due to network latency.","In conclusion, it is advantageous to build web-enabled component models for their easy reuse across multiple systems models.",The component models are stateless and web-enabled.
10.1016/j.compchemeng.2008.10.014,Live and let die-A systems biology view on cell death (2009),"Then, we show how small differences in model parameters can give rise to observed population heterogeneities.",We review an ordinary differential equation model describing core processes of apoptosis signalling and the idea of viewing the life and death decision as a bistable system.,It is crucial during development and for cell homoeostasis in the adult.,"This contribution provides an overview of our work on modelling biological processes focussing on the example of programmed cell death, also called apoptosis.","Employing a new conceptional modelling framework, we further show how a single model can describe a population and how stable steady states then translate into invariant sets employing a local notion of stability."
10.3390/su10082767,"On Decision Makers' Perceptions of What an Ecological Computer Model is, What It Does, and Its Impact on Limiting Model Acceptance (2018)","This leads to lack of trust towards both ecological computer models and model-users, including other scientists and decision makers.","Future trust in ecological computer models will likely depend on how this dilemma is resolved, which is likely to require improved communication between modellers and decision makers.","A set of interviews reveals three main perceptions affecting senior environmental decision makers' trust in ecological computer models as decision facilitation tools: an ecological computer model is perceived as (i) a black box', (ii) processing poorly documented, sparse and out-of-date input data, and (iii) whose sensitivity to model parameters enables manipulation to produce desired outcomes justifying pre-conceived decisions.",,
10.1016/S1364-8152(03)00150-6,"An overview of model integration for environmental application - components, frameworks and semantics (2004)","This paper provides an overview of the science and management imperatives underlying recent developments, discusses the technological and conceptual developments that have taken place, and highlights some of the semantic, operational and process requirements that need to be addressed now that the technological aspects of integrated modelling are well advanced.","under increasing resource constraints, and also to ensure that the science being performed is immediately relevant to a particular environmental management context.","In recent years, pressure has increased on environmental scientist/modellers to both undertake good science in an efficient and timely manner.","To support this modelling, tools and technologies from computer science and software engineering are being transferred to applied environmental science fields, and a range of new modelling and software development approaches are being pursued.","Integration of management activities, and also of the modelling undertaken to support management, has become a high priority."
10.1080/13873954.2017.1369437,Automated generation of hybrid automata for multi-rigid-body mechanical systems and its application to the falsification of safety properties (2018),The proposed modelling framework is well suited for the automated verification of dynamical properties of realistic mechanical systems.,One of the chief characteristics of the MRB hybrid automaton is the inclusion of computation nodes to encode algorithms to calculate the contact forces.,Such a tool would represent an advance in the description and simulation of these complex systems.,"What if we designed a tool to automatically generate a dynamical transition system for the formal specification of mechanical systems subject to multiple impacts, contacts and discontinuous friction?","For this purpose, we propose an alternative abstraction of multi-rigid-body (MRB) mechanical systems with multiple contacts as an extended version of the classical hybrid automaton, which we call MRB hybrid automaton."
10.1061/(ASCE)0733-9496(2005)131:2(101),Coupling of engineering and biological models for ecosystem analysis (2005),"The foundation of the CEL Hybrid Concept is the coupler, a collection of algorithms based on conservation principles that transform and conserve data in a way that allows the two frameworks to share a common information base.",A principle reason is the difficulty in linking engineering models used to simulate physicochemical processes associated with project design or operation with biological models used to simulate biological population attributes.,Robust ecosystem analysis of water resource systems remains elusive.,"The coupling algorithm allows the simulation to aggregate, disaggregate, and translate information, as required by each framework-, so that processes that differ substantially in scale can each be adequately simulated.",
10.1016/j.envsoft.2008.10.018,Simplifying environmental model reuse (2010),"Many of these third party models have been incorporated into the Agricultural Production Systems Simulator (APSIM), a farming systems modelling framework.",The environmental modelling community has developed many models with varying levels of complexity and functionality.,"The modelling community recognises the benefits to model exchange and reuse, but often it is perceived to be easier to (re)create a new model than to take an existing one and adapt it to new needs.",,
10.1002/fld.1612,A reduced model of the Madden-Julian oscillation (2008),Virtual laboratory experiments appear ideal complementary tools to isolate and study particular geophysical flow structures.,The technique is consistently incorporated into the numerical algorithm of the nonhydrostatic model EULAG.,"This could play a role in the failure to simulate a realistic MJO, but it may also provide an explanation why solitary waves are not as readily observed in oceans as they are in models and theory.",The modelling framework is applied in simulations of equatorial wave motions to enhance our understanding of the Madden-Julian oscillation (MJO).,Fluids 2005; 47:1369-1374) to the case of rotating fluids on an equatorial beta-plane.
10.1016/S1364-8152(97)00016-9,Delivering environmental decision support systems: software tools and techniques (1997),"A suite of ""desirable features"" for Environmental Decision Support Systems (EDSS) is proposed by identifying the general attributes of environmental systems which are of importance to modelling and simulation, and the different categories of users of EDSSs.","With these features as a guide, a review and discussion of the approaches to delivering Environmental Decision Support Systems is presented.","The review highlights the advantages and disadvantages of the two main approaches to EDSS delivery, and subsequently discusses the role emerging information technologies may play in the future delivery of EDSS.","The two most efficient approaches are: (i) the use of modelling and simulation software tools, and (ii) the use of model integration and re-use techniques.","The paper concludes that while the available software for modelling and simulation is very advanced, some of the desirable features of EDSS (such as representation of spatial data and provision of expert help) cannot be easily delivered using such software."
10.1016/j.procs.2017.08.164,MOT Knowledge Model Integration Rules for Knowledge Warehousing (2017),This integration process consists of three ordered steps based on the type of schemas to integrate and their similarity.,A knowledge warehousing process aims to build an intelligent decision support system.,"In this paper, we are interested in knowledge integration.",,
10.1016/j.envsoft.2003.08.016,JDEVS: an implementation of a DEVS based formal framework for environmental modelling (2004),"To simplify the coupling of those models, a formal basis for a high-level specification of such models must be set up.","Moreover, a wide variety of modelling paradigms can be expressed in the DEVS formalism.",The formal framework ensures that the models are reusable and interoperable components with well defined interfaces.,,
10.1007/978-3-319-24598-0_11,Characterizing and Computing HBG-PCs for Hybrid Systems Fault Diagnosis (2015),"We provide a method to compute the complete set of HBG-PCs before causality is assigned in the model, removing a previous assumption that the system model should have a valid causal assumption when every switching junction was set to on.","In this work we characterize Possible Conflicts for hybrid systems diagnosis in the Hybrid Bond Graph modelling framework, introducing the notion of HBG-PCs.",,,
10.5194/hess-1-55-1997,'Blueprint' for the UP Modelling System for Large Scale Hydrology (1997),"Most of the parameterizations for the compartments are in the form of look-up tables, linking the outputs from the compartments to state variables such as the current storage in the compartment These parameterizations are, in the main, derived from results from physically-based, distributed models applied to the zones (e.g.","Such models of large scale hydrology are needed for studying the environmental impact of pollution and changes in climate and land-use, especially the impact on water resources.",The basic component of the system is the UP element.,"It uses a physically-based approach and has a simple structure, yet incorporates sufficient information on sub-grid behaviour to make it a useful tool for the study of environmental impacts over a wide range of scales.","A region is modelled as a collection of UP elements, linked by a river routing scheme."
10.1016/j.desal.2013.04.007,Evaluation of MD process performance: Effect of backing structures and membrane properties under different operating conditions (2013),An integrated membrane and backing model was developed.,The backing was identified to be one of the key components for further improvement in MD applications.,Influences of backing structures and their orientation are identified.,Laminates with different backing designs were examined over a wide range of operating conditions and compared to results for the same membranes without backing.,Experimental results and model predictions for flux and thermal efficiency are compared.
10.1115/1.2353856,As-built modeling of objects for performance assessment (2006),"By incorporating more representative geometry and material features as initial conditions, the uncertainty, in the simulation results can.",The example presented provides motivation and justification to engineering teams for the additional effort required in the as-built modeling of high value parts.,We illustrate the process with a Cylindrical phantom and include a discussion of the key concepts and areas that need improvement.,"Specifically, a volume averaged difference of accumulated plastic strain of 3% and local spatially varying differences up to 10%.","The goal of ""as-built"" computational modeling is to incorporate the most representative geometry and material information for an (fabricated or legacy) object into simulations."
10.1016/j.envsoft.2004.04.011,Modelling and simulation of ecological propagation processes: application to fire spread (2005),"From modelling to simulation, the Unified Modelling Language (UML) provides a common means of communication between computer science specialists and domain experts.",Each level of the study is specified in UML and thus can be reused in another wasteland fire problem.,The Model Driven Architecture (MDA) is used to improve object-oriented methodology.,The approach is applied to the modelling and simulation of fire spread.,Studies of this kind of phenomena lack genericity and reusability because they are often presented from the point of view of a single domain expert.
10.1016/j.envsoft.2012.04.009,Modeling microalgal abundance with artificial neural networks: Demonstration of a heuristic 'Grey-Box' to deconvolve and quantify environmental influences (2012),The influences of (pairs of) predictors upon the variance and magnitude of CHL a were depicted via pedagogical knowledge extraction (multi-dimensional response surfaces).,ANNs have become popular for the modeling of ecosystem structure and function.,"This afforded derivation of mathematical equations for iterative predictive outcomes of CHL a and together with an algorithmic expression across iterations, corrected for the lack of declarative knowledge within conventional ANNs.","Importantly, the Grey-Box 'bridged the gap' between 'white-box' parametric models and black-box ANNs in terms of performance and mathematical transparency.",
10.1002/wat2.1038,Toward a theoretical framework for integrated modeling of hydrological change (2014),Model calibration is also discussed along with the impact of hydrological change on simulation uncertainty.,Non-stationarity and its simulation are examined as well.,,,
10.1016/j.cie.2014.03.020,The impact of fixed and variable costs in a multi-skill project scheduling problem: An empirical study (2014),"In this paper, we address a cost-oriented multi-skill project scheduling problem.",One major goal is to evaluate the possibility of using an off-the-shelf solver for tackling the problem.,The former are incurred simply by using the resources; the latter depend on the final makespan of the project.,More than one resource of each skill may be required for processing an activity.,The linearized model is enhanced using several sets of additional inequalities.
10.5194/hess-5-13-2001,A framework for development and application of hydrological models (2001),"This should result in appropriate levels of model complexity as a function of available data, hydrological system characteristics and modelling purpose.","This paper introduces an analytical framework to achieve this, and tools to use within it, based on a multi-objective approach to model calibration and analysis.",The utility of the framework is demonstrated with an example from the field of rainfall-runoff modelling.,"Tools are needed that make optimal use of the information available in the data to identify model structure and parameters, and that allow a detailed analysis of model behaviour.",
10.1016/j.envsoft.2013.05.005,Selecting among five common modelling approaches for integrated environmental assessment and management (2013),"Models, integrating different system processes into a unified framework, are seen as useful tools to help analyse alternatives with stakeholders, assess their outcomes, and communicate results in a transparent way.","The design and implementation of effective environmental policies need to be informed by a holistic understanding of the system processes (biophysical, social and economic), their complex interactions, and how they respond to various changes.",,,
10.1088/1748-9326/3/2/025005,The Explicit-Cloud Parameterized-Pollutant hybrid approach for aerosol-cloud interactions in multiscale modeling framework models: tracer transport results (2008),All estimates of aerosol indirect effects on the global energy balance have either completely neglected the influence of aerosol on convective clouds or treated the influence in a highly parameterized manner.,"We show that this parameterization, driven by the CRM's cloud mass fluxes, reproduces the CRM tracer transport significantly better than a single- column model that uses a conventional convective cloud parameterization.",A CRM with explicit tracer transport serves as a benchmark.,"An alternate approach is to use horizontal statistics ( e. g., cloud mass flux, cloud fraction, and precipitation) from the CRM simulation to drive a single-column parameterization of cloud effects on the aerosol and then use the aerosol profile to simulate aerosol effects on clouds within the CRM.",
10.1002/rra.2832,"A GENERAL APPROACH TO PREDICTING ECOLOGICAL RESPONSES TO ENVIRONMENTAL FLOWS: MAKING BEST USE OF THE LITERATURE, EXPERT KNOWLEDGE, AND MONITORING DATA (2015)","The framework attempts to make best use of all the information available from the literature, experts, and monitoring data, to inform the development of general quantitative response models.",Empirical studies that relate ecological responses to flow restoration are mostly case studies of limited generality.,We illustrate the framework using the example of terrestrial vegetation encroachment into regulated river channels.,Our modelling framework aims to develop general flow-response models and can immediately be used to demonstrate the ecological return on investment from environmental flow programs.,"Radically, different approaches are required to inform the development of general models that will allow us to predict the effects of environmental flows."
10.1080/095119297131075,An object-oriented modelling framework for automated manufacturing system (1997),"The proposed modelling framework, which consists of a graphical modelling tool called JR-net (job resource relation-net) and a modelling building procedure, is the same as the current practice of AMS design and is based on the OOM paradigm.",A functional JR-net model is a directed graph in which the standard resources of an AMS become nodes and job transfers among the resources become the arcs of the graph.,"In other words, a virtual prototype of AMS is constructed step-by step based on a three-phase modelling approach: static layout modelling (object model); job flow modelling (functional JR-net model); supervisory control modelling (dynamic model).",A complete (dynamic) JR-net model is obtained by specifying supervisory control requirements using tokens in the functional JR-net model.,"Proposed in the paper is an object-oriented modelling (OOM) framework, called a JR-net modelling framework, for automated manufacturing system (AIMS) design."
10.1007/s10822-005-9027-x,BALLView: An object-oriented molecular visualization and modeling framework (2005),"Even unexperienced users have direct access to this functionality through an intuitive graphical user interface, which makes BALLView particularly useful for teaching.","For more advanced users, BALLView is extensible in different ways.",It is available free of charge under the GNU Public License (GPL) from our website http://www.ballview.org.,"Owing to its framework design, extension on the level of C++ code is very convenient.","We present BALLView, an extensible tool for visualizing and modeling bio-molecular structures."
10.1016/0048-9697(95)04975-4,Model transformation rules and model disaggregation (1996),"In this paper, a framework is proposed for representing model transformation rules.","The development of such criteria would be enhanced if the degree of disaggregation in a model could be easily changed, permitting a ready comparison of the alternative versions.","The approach is wholly dependent on the symbolic representation of model structure, since each transformation rule is in effect a symbolic re-write rule, expressing how the set of symbols defining one model can be replaced by another set defining an alternative model, It is proposed that the logic programming language Prolog is suitable both for representing model structure in symbolic form, and for representing the model transformation rules.",Each rule indicates how a particular model component or set of components can be replaced by more- or less-disaggregated components.,
10.1080/09298215.2012.731071,Linear Basis Models for Prediction and Analysis of Musical Expression (2012),"Several models exist that explain expressive variations over the course of a performance, for example in terms of phrase structure, or musical accent.","We present a modelling framework for musical expression that is especially suited to model the influence of such markings, along with any other information from the musical score.","In two separate experiments, we demonstrate the modelling framework for both predictive and explanatory modelling.",,
10.1016/j.envsoft.2015.10.031,Nexus Tools Platform: Web-based comparison of modelling tools for analysis of water-soil-waste nexus (2016),The alpha version of NTP (September 2015) comprises 73 models and covers a wide range of model types and environmental processes.,"Therefore, we developed an interactive web-based platform, called Nexus Tools Platform (NTP), for inter-model comparison of existing modelling tools, which provides detailed information and allows for advanced filtering based on real-time visualizations.",We present selected NTP application examples for how to find and select the most appropriate modelling tools for a specific application using meta-analysis.,,
10.1039/c8em00323h,Modeling coupled kinetics of antimony adsorption/desorption and oxidation on manganese oxides (2018),"Our kinetics model is able to account for different adsorption/desorption kinetics of Sb(iii) and Sb(v) and the changes of Sb(iii) oxidation rates during the coupled kinetic processes, which provides a general modeling framework for predicting Sb kinetic behavior at the MnO2-water interface.",Understanding the kinetic reactions of antimony (Sb) at the MnO2-water interface is essential for predicting the dynamic behavior of Sb in soil environments.,"Based on our modeling results, Sb(iii) oxidation rates were very fast at the early stages of the reactions and may significantly slow down with time, and Sb(iii) and Sb(v) showed different adsorption behavior on -MnO2.",,
10.1002/ieam.5630020109,Using Mathematical Models to Assess Sediment Stability (2006),"Uncertainty in modeling results is a primary concern in sediment stability studies, and issues related to model uncertainty are discussed.","Finally, communication of modeling results to stakeholders is addressed.",,,
10.1002/2014WR015600,Spatially implemented Bayesian network model to assess environmental impacts of water management (2014),"The impacts of two diversion scenarios on riparian vegetation recruitment at the Gila River, New Mexico, USA, were evaluated using a coupled modeling framework.",Our findings also demonstrate that minor changes to river flow may have large ecological implications.,"However, spatial attributes that influence ecological processes are rarely included in BN models.","Key Points <list id=""wrcr21155-list-0001"" list-type=""bulleted""> <list-item id=""wrcr21155-li-0001"">Spatial hydrodynamic variability is important for riparian recruitment <list-item id=""wrcr21155-li-0002"">Bayesian network models explicitly include uncertainties of ecological processes <list-item id=""wrcr21155-li-0003"">Small water management changes can have large impacts on riparian processes <doi origin=""wiley"" registered=""yes"">10.1002/(ISSN)1944-7973</doi",We demonstrate the benefits of combining two-dimensional hydrodynamic and BN modeling frameworks to explicitly incorporate the spatial variability within a system.
10.1016/j.atmosenv.2007.11.018,Global sensitivity analysis of a 3-dimensional street canyon model - Part I: The development of high dimensional model representations (2008),The high dimensional model representation (HDMR) method was developed to express the input-output relationships of a complex model with a high dimensional input space.,In this work an optimisation method is developed as an extension to the existing set of HDMR tools to improve the accuracy of the mapping process.,HDMR provides a model replacement that can be easily employed within global SA.,Model replacements of a k-epsilon model simulating the flow field in an urban street canyon are constructed.,Comparison with a large sample of full model runs demonstrates that the output statistics of the full model are well represented by the model replacements.
10.1016/j.specom.2015.02.003,A quantitative model of first language influence in second language consonant learning (2015),"However, we lack quantitative models capable of making more precise predictions of the way in which the first and second language sound systems interact.","However, approaches that made use of independent first and second language models made the best predictions.",,,
10.1016/j.envsoft.2007.05.014,"Water balance modelling in Bowen, Queensland, and the ten iterative steps in model development and evaluation (2008)","Environmental Modelling & Software 21, 602-614) outline ten steps in the pursuit of good practice in model development and application to increase the credibility and impact of results from environmental models.",Ten iterative steps in development and evaluation of environmental models.,"This paper shows how the ten steps of model development are relevant to numerical groundwater modelling, using a model of a data-rich coastal groundwater system near Bowen in Queensland, Australia as an example.",,
10.1016/j.gloenvcha.2015.08.007,Methods and approaches to modelling the Anthropocene (2016),"Feedbacks between system functioning and underlying endogenous drivers should be represented, rather than assuming the drivers to be exogenous to the modelled system or stationary in time and space.","In this context, model development can play a major role in reconciling the different epistemologies of the disciplines that need to collaborate to capture changes in the functioning of socio-ecological systems.","While global scale assessments are important, the global scale dynamics need to be connected to local realities and vice versa.",The novel concept of the Anthropocene can help to develop innovative model representations and model architectures that are better suited to assist in designing sustainable solutions targeted at the users of the models and model results.,This paper aims to assess the extent to which current models represent the Anthropocene and suggest ways forward.
10.1016/S0378-4754(03)00097-1,"Nutrient monitoring, simulation and management within a major lowland UK river system: the Kennet (2004)","The results from a suite of simulation models are integrated to assess the key spatial and temporal variations in the nitrogen (N) and phosphorus (P) chemistry, and the influence of changes in phosphorous inputs from a Sewage Treatment Works on the macrophyte and epiphyte growth patterns.",This paper describes an assessment of the nitrogen and phosphorus dynamics of the River Kennet in the south east of England.,The Kennet catchment (1200 km(2)) is a predominantly groundwater fed river impacted by agricultural and sewage sources of nutrient (nitrogen and phosphorus) pollution.,,
