DOI,title,1,2,3,4,5
10.1016/j.envsoft.2017.01.023,Improved validation framework and R-package for artificial neural network models (2017),"However, this ignores other aspects of model validation considered to be good practice in other areas of environmental modelling, such as residual analysis (replicative validity) and checking the plausibility of the model in relation to a priori system understanding (structural validity).","In addition, the validann R-package is introduced that enables these validation methods to be implemented in a user-friendly and consistent fashion.","In order to address this shortcoming, a validation framework for ANNs is introduced in this paper that covers all of the above aspects of validation.",,
10.1016/j.cpc.2005.12.017,"Flexible, efficient and robust algorithm for parallel execution and coupling of components in a framework (2006)",The flexibility and efficiency of the algorithm is demonstrated with several examples.,"In short, the requirements are the following: (i) the algorithm should allow arbitrary distribution of processors among the components, (ii) it should allow arbitrary coupling schedule between the components, (iii) it should not use any inter-processor communication other than already required by the components and their couplings, and (iv) it should never get into a dead-lock.",We describe a general algorithm suitable for executing and coupling components of a software framework on a parallel computer.,,
10.1016/j.compchemeng.2014.07.016,"A computer-aided framework for development, identification and management of physiologically-based pharmacokinetic models (2014)",The model candidate that is best represented by the experimental data is scaled-up to a human being applying physiologically-based scaling laws and identifying model parameters that can be re-fitted by the limited experimental data accessible for humans using sensitivity and identifiability analysis techniques.,"In particular, the framework systematizes the modelling process by identifying the workflow involved and providing the required methods and tools for model documentation, construction, analysis, identification and discrimination.",The application and benefits of the developed framework are demonstrated by a case study related to the whole-body physiologically-based pharmacokinetic modelling of the distribution of the drug cyclosporin A in rats and humans.,Four alternative candidate models for rats are derived and discriminated based on experimental data.,
10.1016/j.jhydrol.2014.11.051,Modeling two-fluid-phase flow and species transport in porous media (2015),Classical irreversible thermodynamics is upscaled from the microscale to the macroscale and used to provide a connection among material derivatives that arise from the conservation and balance equations under near-equilibrium conditions.,The SEI is then used to constrain the permissible form of the closure relations and to formulate a set of low-order closure relations.,Primary restrictions guide the selection of entities and the set of conservation and balance equations needed to formulate an augmented entropy inequality (EI).,"Many other model instances can be derived from the general modeling framework presented, and these potential extensions are discussed.",
10.1080/1387390500068757,Modelling flexible body systems: a bond graph component model approach (2006),"The bond graph component model approach enables systematic creation of models of rigid and deformable multibody systems as a tree of component models, the leaves of which are the elementary components that represent the underlying physical processes.","This approach differs from others in that it uses a velocity formulation, instead of the more common positional formulation.",exible body systems has been the subject of active research over the last two decades.,The mathematical representation of this structure can be formulated as a system of differential-algebraic equations (DAEs) amenable to solution by readily available techniques.,Modelling the dynamics of.
10.1007/978-0-387-70802-7_30,Managing a software development organization with a TQM approach for balance in a period of rapid growth (2007),"We suggest a ""double bladed"" quality tool to be used by small and medium sized software organizations: supporting the managerial work with TQM principles derived from the EFQM, together with process improvement efforts following the CMMI model.","Software organizations rely on quality models designed for their specific purposes, the Capability Maturity Model Integration (CMMI) being the most prominent model to follow.",A farther framework suggested by the European Forum for Quality Management (EFQM) also gives a set of principles to follow.,,
10.1016/S1364-8152(03)00150-6,"An overview of model integration for environmental application - components, frameworks and semantics (2004)","This paper provides an overview of the science and management imperatives underlying recent developments, discusses the technological and conceptual developments that have taken place, and highlights some of the semantic, operational and process requirements that need to be addressed now that the technological aspects of integrated modelling are well advanced.","under increasing resource constraints, and also to ensure that the science being performed is immediately relevant to a particular environmental management context.","In recent years, pressure has increased on environmental scientist/modellers to both undertake good science in an efficient and timely manner.","To support this modelling, tools and technologies from computer science and software engineering are being transferred to applied environmental science fields, and a range of new modelling and software development approaches are being pursued.","Integration of management activities, and also of the modelling undertaken to support management, has become a high priority."
10.1016/j.compag.2011.09.009,Protocol to support model selection and evaluation in a modular crop modelling framework: An application for simulating crop response to nitrogen supply (2012),Our case study refers to the simulation of crop growth in response to nitrogen management and the importance of an accurate simulation of the nitrogen uptake.,"However, the assembly of different modules to create a model may not always result in the best model structure.",We use a case study to demonstrate that we can explicitly express and test the different assumptions behind the choice of a specific modelling approach.,Crop models require different structures for different applications.,The novelty of the presented protocol relies on a throughout analysis of the different modelling approaches (modules) and on how to assemble them to create new modelling solutions (i.e.
10.1016/j.compchemeng.2006.10.004,Addressing the challenges of multiscale model management in systems biology (2007),"We present these here, and evaluate their effectiveness using a worked example based on part of the hepatocyte glycogenolysis system.","We have developed of a suite of XML-based services used for the storing and analysis of models, model parameters and results, and tools for model integration.",Mathematical and computational modelling are emerging as important techniques for studying the behaviour of complex biological systems.,A framework for modelling with these features is described here.,
10.1016/j.compind.2004.12.005,A systematic evaluation of the C4ISR AF using ISO15704 Annex A (GERAM) (2005),The analysis aims to find artefacts within C41SR that match the scope of the GERAM components.,,,,
10.1016/j.envsoft.2012.06.015,Modellers' roles in structuring integrative research projects (2013),"A key feature of this approach is that environmental modellers are actively engaged in the research programme from the beginning-modelling is not simply an exercise in drawing together existing disciplinary knowledge, but acts as a guiding structure for new (cross-disciplinary) knowledge creation.","Effective management of environmental systems involves assessment of multiple (physical, ecological, and socio-economic) issues, and often requires new research that spans multiple disciplines.","A model can act as a shared project goal, while the model development process provides a coordinated framework to integrate multi-disciplinary inputs.",Their overarching perspective means that modellers are well-placed to facilitate integrative research processes.,
10.1002/fld.897,Laboratory for internal gravity-wave dynamics: the numerical equivalent to the quasi-biennial oscillation (QBO) analogue (2005),"The theoretical development and the efficient numerical implementation have been documented in the context of the generic Euterian/semi-Lagrangian, non-oscillatory forward in time (NFT), nonhydrostatic model framework.",We have applied our modelling framework in the direct numerical simulation of the celebrated laboratory experiment of Plumb and McEwan creating the numerical equivalent to their quasi-biennial oscillation (QBO) analogue.,"In particular, it allows the simulation of stratified flows with intricate geometric, time-dependent boundary forcings, either at the top or at the bottom of the domain.",The proposed extension facilitates modelling of undulating vertical boundaries in various areas of computational fluid dynamics.,"The results not only enhance the confidence in the numerical approach but further elevate the importance of the laboratory setup in its fundamental similarity to the atmosphere, while allowing the study of the principal atmospheric mechanisms and their numerical realizability in a confined 'laboratory' environment."
10.1016/j.envsoft.2010.05.007,"The open source RFortran library for accessing R from Fortran, with applications in environmental modelling (2011)","These case studies include the generation of automated and interactive inference diagnostics in hydrological model calibration, and the integration of R statistical packages into a Fortran-based numerical quadrature code for joint probability analysis of coastal flooding using numerical hydraulic models.","Code snippets illustrate the basic transfer of data and commmands to and from R using RFortran, while two case studies discuss its advantages and limitations in realistic environmental modelling applications.",,,
10.14430/arctic4521,"Conceptual Models for Marine and Freshwater Systems in Alaska: Flexible Tools for Research Planning, Prioritization and Communication (2015)","By addressing gaps in both knowledge and attention, participants implemented a strategy for research planning that complemented existing Chinook salmon research and management in the study region.","Two case studies, one on plankton-herring-baleen whale dynamics and one on Chinook salmon strategic research planning, are presented to illustrate techniques.",Conceptual ecological models synthesize information about complex systems into simplified visual maps and can be used to prioritize system components for research or management attention.,Conceptual modeling has been implemented across a range of disciplines and provides a useful tool that natural resource management and research groups can use to organize collaborative efforts and communicate research-or management progress to stakeholders or funders.,"In this article, we introduce conceptual modeling methods that incorporate expert ratings about a suite of properties of system components, including assessment of the state of knowledge, the strength of ecological impact, and the state of management or research attention devoted to a given component."
10.1016/j.jocs.2013.12.004,Modeling framework for membrane computing in biological systems: Evaluation with a case study (2014),This paper proposes a modeling framework for membrane computing in biological systems to provide guidelines when using and experimenting with membrane computing.,"The framework processes include the biological requirements and property specifications, membrane computing model, membrane computing simulation strategy, and model checking approach.",,,
10.1007/978-1-84628-858-6_9,Access and semantic level integration of building models for cooperative fire protection planning (2007),"Thus, the second focus of the paper is on the interoperability on the semantic level.","However, in this context the core problem is the implicit and frequently inconsistent semantics of the information.",Planning processes in civil engineering are characterized by a large number of participants and a high amount of planning information stored in distributed and heterogeneous partial models.,"To realise this, two aspects have to be considered: access level integration and semantic level integration.",An agent-based approach for model integration is presented in the first part of the paper.
10.1016/j.jhydrol.2013.07.038,Coupling methodology and application of a fully integrated model for contaminant transport in the subsurface system (2013),The analysis of the four cases demonstrates that the proposed model can calculate the water flow and solute transport reasonably even with complex boundary and variable topography conditions.,"Two hypothetical cases and two field cases are simulated to test the validity of the model with the results compared with those from HYDRUS-1D, SWMS2D and the measured data.","The finite element method is adopted to discretize the vertical solute equation, while the hybrid finite element and finite difference method is used to discretize the three-dimensional saturated solute transport equation, which is split into the horizontal and vertical equations based on the concept of the horizontal/vertical splitting.",An efficient integrated modeling approach is developed to simulate the contaminant transport in the subsurface system.,The limitations of the model are discussed as well.
10.1007/S00500-002-0226-2,Automatic fuzzy-rule assessment and its application to the modelling of nitrogen leaching for large regions (2003),"Fuzzy rule based modelling provides a fast, transparent and parameter parsimonious alternative.",Monthly aggregated time series of simulated water balance components (e.g.,The performance of the fuzzy rule system is satisfactory for the assessment of nitrate leaching on annual to long term time steps.,"Three specific fuzzy rule systems were created from the simulation experiments, one for each selected soil profile.",The operation of those models within integrated assessment tools or decision support systems for large regions is often not feasible.
10.1016/j.envsoft.2004.11.006,COINS: an integrative modelling shell for carbon accounting and general ecological analysis (2006),"As an integrative tool, COINS can be used to (i) construct component models, (ii) integrate existing components to develop a simulation, and (iii) allow end users to run a simulation for analysis and scenario comparison.","Three examples based on terrestrial carbon accounting at a range of spatial scales (point, landscape, continental and global) are used to illustrate major COINS features, including flexibility in the spatial deployment of models, the ability to combine different models within the same simulation, and Monte Carlo sensitivity analyses.",It is common for a range of models to be developed to investigate broadly similar ecological and environmental phenomena.,"The philosophy underlying COINS is to separate computer code that is shared across different models, such as common process descriptions, or shared data input and output routines, from the core equations of each model.",
10.1111/cobi.12076,"A Protocol for Better Design, Application, and Communication of Population Viability Analyses (2013)","We devised a comprehensive protocol for the design, application, and communication of PVAs (DAC-PVA), which has 3 primary elements.",Most PVAs focus on single species within a given landscape and address a specific problem.,This specificity often is reflected in the organization of published PVA descriptions.,"Population viability analyses (PVAs) contribute to conservation theory, policy, and management.","To fill this gap, we integrated published guidelines and recommendations for PVA design and application, protocols for documenting ecological models in general and individual-based models in particular, and our collective experience in developing, applying, and reviewing PVAs."
10.1016/j.simpat.2018.05.007,Implementing complex task allocation in a cytology lab via HCCM using Flexsim HC (2018),[1] to provide a conceptual modelling framework purpose-built to explicitly model the decision-making structure in complex systems.,"The primary goal is a proof-of-concept that the control mechanism, particular to the HCCM framework, can be implemented using such a simulation package.","In particular, the lack of a module specifically designed to account for HCCM's control structure makes the implementation of a HCCM conceptual model in an off-the-shelf simulation package problematic.",Healthcare processes contain various complexities which make them difficult to model.,Existing software packages for Discrete Event Simulation (DES) have been designed for conceptual models that consist of systems of queues.
10.1016/j.compag.2010.10.011,Linking models for assessing agricultural land use change (2011),"The aim of this paper is to describe our strategy to conceptually, semantically and technically integrate a chain of models from different domains to assess land use changes.","optimization, simulation, estimation) and operate on different time and spatial scales.","It may combine several quantitative models representing different processes and scales into a framework for integrated assessment to allow for multi scale analysis of environmental, economic and social issues.","Finally, for technical integration.","In our case, explicitly tackling the challenge of semantic, conceptual and technical integration of models forced researchers to clarify the assumptions of their model interfaces, which helped to document the model linkage and to efficiently run models together."
10.1016/j.envsoft.2008.12.002,GUI-HDMR - A software tool for global sensitivity analysis of complex models (2009),The size of the set of samples is however dependent on the problem and can be successively increased if additional accuracy is required.,The developed GUI-HDMR software copes very well with the test cases and sensitivity indices of first and second order could be calculated accurately with only low computational effort.,Extensions to the existing set of random sampling (RS)-HDMR tools have been developed in order to make the method more applicable for complex models with a large number of input parameters as often appear in environmental modelling.,"GUI-HDMR can be applied to a wide range of applications in all fields, because in principle only one random or quasi-random set of input and output values is required to estimate all sensitivity indices up to second order.",
10.1016/j.envpol.2018.05.074,"Abiotic, biotic and photolytic degradation affinity of 14 antibiotics and one metabolite - batch experiments and a model framework (2018)",The batch experiments were initially spiked with a stock solution with 14 antibiotics and one metabolite to increase background concentrations by 1 mu g L-1 for each compound.,All antibiotics and the metabolite were photolytic degradable.,"In this study, degradation affinities of 14 antibiotics and one metabolite were determined in batch experiments.","In general, photolytic degradation was the most efficient elimination pathway of presented antibiotics except for the given metabolite and penicillin antibiotics.",3 in combination with adsorption and desorption processes.
10.1016/j.envsoft.2008.10.018,Simplifying environmental model reuse (2010),"Many of these third party models have been incorporated into the Agricultural Production Systems Simulator (APSIM), a farming systems modelling framework.",The environmental modelling community has developed many models with varying levels of complexity and functionality.,"The modelling community recognises the benefits to model exchange and reuse, but often it is perceived to be easier to (re)create a new model than to take an existing one and adapt it to new needs.",,
10.1111/mice.12348,Multiagent Simulation for Complex Adaptive Modeling of Road Infrastructure Resilience to Sea-Level Rise (2018),"To enable assessing the long-term resilience of infrastructure to such chronic impacts of sea-level rise, the present study created a novel complex system modeling framework that integrates: (i) stochastic simulation of sea-level rise stressors, based on the data obtained from downscaled climate studies pertaining to future projections of sea level and precipitation; (ii) dynamic modeling of infrastructure conditions by considering regular decay of infrastructure, as well as structural damages caused by flooding; and (iii) a decision-theoretic modeling of infrastructure management and adaptation processes based on bounded rationality and regret theories.",Infrastructure systems in coastal areas are exposed to episodic flooding exacerbated by sea-level rise stressors.,"Using the proposed framework and data collected from a road network in Miami, a multiagent computational simulation model was created to assess the long-term cost and performance of the road network under various sea-level rise scenarios, adaptation approaches, and network degradation effects.",The results showed the capabilities of the proposed computational model for robust planning and scenario analysis to enhance the resilience of infrastructure systems to sea-level rise impacts.,
10.1016/j.eist.2014.10.001,Lessons for model use in transition research: A survey and comparison with other research areas (2015),These challenges are shared by other research areas that extensively make use of models.,"In this article we survey experiences and methodological approaches developed in the research areas of social-ecological modeling, integrated assessment, and environmental modeling, and derive lessons to be learnt for model use in transition studies.","The assessment reveals promising research directions for transition modeling, such as model-to-model analysis, pattern-oriented modeling, advanced sensitivity analysis, development of a shared conceptual framework, and use of modeling protocols.",,
10.1016/j.compag.2014.11.016,Global Research Alliance Modelling Platform (GRAMP): An open web platform for modelling greenhouse gas emissions from agro-ecosystems (2015),"There is a need for continuous evaluation, development and adaptation of these models to improve scientific understanding, national inventories and assessment of mitigation options across the world.","The platform will eventually support a variety of models, but to trial the platform and test the architecture and functionality, it was piloted with variants of the DNDC model.",A graphical user interface has been designed to view the model development tree and access all of the above functions.,,
10.1080/13873954.2010.505059,Systematical hybrid state modelling of complex dynamical systems: The quad-I/HS framework (2010),"As not much is known about hybrid systems from the viewpoint of non-linear dynamics, the framework's potential is shown by modelling an illustration example, considering attracting regions and a combination of bifurcations and chaos in different dynamical domains for stability analysis.",Each interaction is modelled as detailed as necessary by aligning the interaction knowledge to determined weighting coefficients.,,,
10.1057/jos.2012.18,A framework for specifying a discrete-event simulation conceptual model (2013),The conceptual modelling product can be expressed in different ways depending on the modelling framework adopted.,This article extends the modelling framework of Robinson.,"There are many advantages in developing a conceptual model such as less rework, the availability of documentation for post-simulation study, revision, auditing, and the possibility that someone different than the modellers will conduct the model implementation.","Although conceptual modelling is one of the most significant steps in the modelling process for discrete-event simulation, this step deserves greater attention in the conduct of practical projects.",
10.1016/j.envsoft.2014.07.007,Adaptive surrogate modeling for optimization of flood control detention dams (2014),Results showed the approach provides a 74% time saving while maintaining the quality of solutions when compared with those of the original simulation model indicating the viability of the approach.,,,,
10.1016/S0378-4754(03)00100-9,Tarsier and ICMS: two approaches to framework development (2004),This paper concentrates on the components within each framework and the strengths and weaknesses of the different approaches.,"ICMS is a software system that supports the development of models in a custom modelling language that allows modellers with little programming experience to develop, integrate and visualise catchment models.","Tarsier is a modelling framework that supports the development of models in a high-level language, such as C++.",Within these broad requirements different approaches to framework development are possible.,
10.1029/2010WR009827,Pursuing the method of multiple working hypotheses for hydrological modeling (2011),Multiple-hypothesis frameworks also support a broader coverage of the model hypothesis space and hence improve the quantification of predictive uncertainty arising from system and component nonidentifiabilities.,"We assess recent progress in these research directions, and how new advances are possible using multiple-hypothesis methodologies.",This commentary advocates using the method of multiple working hypotheses for systematic and stringent testing of model alternatives in hydrology.,,
10.1016/j.envsoft.2012.03.011,"An open platform to build, evaluate and simulate integrated models of farming and agro-ecosystems (2013)",It integrates different time steps and spatial scales and proposes some standard formalisms used to model agro-ecosystems (e.g.,Modelling complements field experiments in the design of new farming systems.,A graphic user interface was designed to simplify coding tasks.,,
10.1016/j.simpat.2011.07.004,Simulation-based workforce assignment in a multi-organizational social network for alliance-based software development (2011),The proposed framework is composed of an assignment module and a prediction module.,"The prediction module and the assignment module are based on an agent-based simulation method and a multi-objective optimization model, respectively.","Based on the candidate workforce mix, the prediction module then predicts the short-term performance (productivity) as well as the long-term performance (workforce training and robustness of the organization) of the organization.","For a given task, the assignment module first selects a candidate workforce mix.","The proposed modeling framework is illustrated with a software enhancement request process in Kuali, an alliance-based open source software development project involving 12 organizations."
10.1016/j.simpat.2018.07.010,GEDMod - Towards a generic toolkit for emergency department modeling (2018),We perform a detailed analysis of a large set of published Emergency Department models.,"In this paper we provide an investigative basis for answering recently raised research questions for a specific sub-domain of health care facilities and a specific Modeling and Simulation paradigm, i.e.",The resulting collection and classification of modeling archetypes are used as the basis for an initial generic modeling toolkit for Emergency Department operations.,"This analysis is executed following a structured conceptual modeling framework to ensure the coverage of key conceptual modeling aspects: objectives; input scenarios; output definitions, i.e.","Thereby, the modeler is guided through the main steps of conceptual modeling of Emergency Departments and generic building blocks for each step are provided."
10.1016/0166-3615(95)00020-0,OPEN ENGINEERING AND OPERATIONAL ENVIRONMENT FOR CIMOSA (1995),An approach is suggested that allows these tools to be part of an overall engineering and operational environment.,"Using the CIMOSA modelling framework VOICE developed a set of tools: EDIMOD, GtVOICE and MCCIM.",Tools that contribute to different aspects of a single goal require a concept for their integration.,MCCIM provides the means to execute implementation models and to detect inconsistencies from an operational point of view.,
10.1007/s00267-010-9539-6,Integrating Environmental and Socio-Economic Indicators of a Linked Catchment-Coastal System Using Variable Environmental Intensity (2010),We are currently investigating the use of the model in this type of application.,"While this has largely been a desktop exercise, it would also be possible to use this framework to model and explore the biophysical and economic impacts of individual or collective catchment visions.","To date, this model evaluation is based on a theoretical test that explores the logical implications of intensification at an unlikely extreme in order to assess the implications of likely growth trajectories from present use.",Adaptive management provides a strategy for this whereby measures of catchment performance are compared against performance goals in order to progressively improve policy.,This would quickly put stress on water quantity (at low flow) and water quality (E. coli).
10.1115/1.2353856,As-built modeling of objects for performance assessment (2006),"By incorporating more representative geometry and material features as initial conditions, the uncertainty, in the simulation results can.",The example presented provides motivation and justification to engineering teams for the additional effort required in the as-built modeling of high value parts.,We illustrate the process with a Cylindrical phantom and include a discussion of the key concepts and areas that need improvement.,"Specifically, a volume averaged difference of accumulated plastic strain of 3% and local spatially varying differences up to 10%.","The goal of ""as-built"" computational modeling is to incorporate the most representative geometry and material information for an (fabricated or legacy) object into simulations."
10.2166/nh.2012.138,"Physically-based modelling, uncertainty, and pragmatism Comment on: 'Systeme Hydrologique Europeen (SHE): review and perspectives after 30 years development in distributed physically-based hydrological modelling' by Jens Christian Refsgaard, Borge Storm and Thomas Clausen (2012)",The Systeme Hydrologique Europeen (SHE) modelling system and physically-based distributed modelling (PBDM) were discussed in Refsgaard et al.,,,,
10.1016/j.envsoft.2007.05.014,"Water balance modelling in Bowen, Queensland, and the ten iterative steps in model development and evaluation (2008)","Environmental Modelling & Software 21, 602-614) outline ten steps in the pursuit of good practice in model development and application to increase the credibility and impact of results from environmental models.",Ten iterative steps in development and evaluation of environmental models.,"This paper shows how the ten steps of model development are relevant to numerical groundwater modelling, using a model of a data-rich coastal groundwater system near Bowen in Queensland, Australia as an example.",,
10.1080/09511920903225268,A generic and innovative approach for integrated simulation and optimisation of end milling using solid modelling and neural network (2010),"The proposed approach is demonstrated and verified through a case study to show its validity, practicality, and applicability.","Finally, a new technique for optimising the cutting parameters is applied and verified.","Next, an ANN (artificial neural network) model is designed and implemented for force prediction.",The technique is based on reverse mapping of the ANN model for cutting force estimation.,
10.1057/palgrave.jos.4250020,Developing participative simulation models-framing decomposition principles for joint understanding (2007),"By a case example, we illustrate how a modelling framework may facilitate more disciplined modelling.","In turn, stakeholder participation is helpful in exploiting their domain knowledge for solution creation, and their acceptance.","In this article, we consider this issue in somewhat more depth, by reviewing a modelling framework for manufacturing simulation.","A challenge in simulation modelling is to produce models that are transparent, that is, facilitate stakeholders in validating and understanding key decision variables, their workings, and model output.",
10.1016/j.compchemeng.2008.07.014,Linear coupled component automata for MILP modeling of hybrid systems (2009),We show with an example that our framework significantly simplifies model formulation and allows the complex MILP constraints to be produced systematically.,"Second, we provide a procedure for transforming models in this framework to mixed-integer linear programming (MILP) constraints.",,,
10.1016/j.jcp.2011.02.006,Adaptive numerical algorithms in space weather modeling (2012),Modeling disparate scales within BATS-R-US is achieved by a block-adaptive mesh both in Cartesian and generalized coordinates.,"Most recently we have created a new core for BATS-R-US: the Block-Adaptive Tree Library (BAIL) that provides a general toolkit for creating, load balancing and message passing in a 1,2 or 3 dimensional block-adaptive grid.","BATS-R-US uses several time-integration schemes to address multiple time-scales: explicit time stepping with fixed or local time steps, partially steady-state evolution, point-implicit, semi-implicit, explicit/implicit, and fully implicit numerical schemes.",The goal of space weather forecasting is to provide an opportunity to mitigate these negative effects.,A multi-physics system can be modeled by a software framework comprising several components.
10.1016/j.envsoft.2011.03.011,Environmental modeling framework invasiveness: Analysis and implications (2011),"Five metrics to measure framework invasiveness were proposed and applied to measure dependencies between model and framework code of several implementations of Thornthwaite and the Precipitation-Runoff Modeling System (PRMS), two well-known hydrological models.","We investigated relationships between invasiveness and the quality of modeling code, and also the utility of using a lightweight framework design approach in an environmental modeling framework.",This paper presents an investigation on the framework invasiveness of environmental modeling frameworks.,"Models with lower framework invasiveness tended to be smaller, less complex, and have less coupling.",Environmental modeling frameworks support scientific model development by providing model developers with domain specific software libraries which are used to aid model implementation.
10.1007/s12145-017-0294-6,A stakeholder consultation into hydro-meteorological e-science environments (2017),Transatlantic experiences were compared and contrasted.,,,,
10.5194/hess-5-13-2001,A framework for development and application of hydrological models (2001),"This should result in appropriate levels of model complexity as a function of available data, hydrological system characteristics and modelling purpose.","This paper introduces an analytical framework to achieve this, and tools to use within it, based on a multi-objective approach to model calibration and analysis.",The utility of the framework is demonstrated with an example from the field of rainfall-runoff modelling.,"Tools are needed that make optimal use of the information available in the data to identify model structure and parameters, and that allow a detailed analysis of model behaviour.",
10.1016/S1364-8152(00)00027-X,Coupling methodologies for environmental models (2000),"This analysis is presented as a five-level coupling hierarchy, and includes a representation of a modeling framework for coupled environmental models requiring dynamic feedback during a simulation (e.g., multimedia modeling).","The framework addresses the special needs for this type of modeling, including spatial locking for environmental data, autogeneration of simulation metadata, simulation verification, and automated recovery from system problems.",,,
10.1016/j.envsoft.2017.01.021,A service-oriented architecture for coupling web service models using the Basic Model Interface (BMI) (2017),"By implementing the whole orchestration in coupling TopoFlow components, we demonstrate that BMI helps connect web service models by reducing the heterogeneity of variable names, and EMELI-Web makes it convenient to couple BMI-enabled web service models.",We exposed the BMI-enabled models through web services.,Service-oriented approach for model coupling is gradually gaining momentum.,,
10.1016/j.envsoft.2016.10.007,Comparative analysis of discretization methods in Bayesian networks (2017),"There are several mathematical methods for constructing discrete distributions, the implications of which on the resulting model has not been discussed in literature.","Discretization invariably results in loss of information, and both the discretization method and the number of intervals determines the level of such loss.",We designed an experiment to evaluate the impact of commonly used discretization methods and number of intervals on the developed BNs.,,
10.1029/2017WR022051,The Fast and the Robust: Trade-Offs Between Optimization Robustness and Cost in the Calibration of Environmental Models (2018),"This study develops a framework for benchmarking stochastic optimization algorithms in the context of environmental model calibration, where multiple algorithm invocations are typically necessary.",Environmental modelers using optimization algorithms for model calibration face an ambivalent choice.,"Some algorithms, for example, Newton-type methods, are fast but struggle to consistently find global parameter optima; other algorithms, for example, evolutionary methods, boast better global convergence but at much higher cost (e.g., requiring more objective function calls).","Trade-offs between accuracy/robustness versus cost are ubiquitous in numerical computation, yet environmental modeling studies have lacked a systematic framework for quantifying these trade-offs.",A robust algorithm should achieve consistently high reliability across many problems.
10.2166/wst.2018.119,Activity corrections are required for accurate anaerobic digestion modelling (2018),The impact on the prediction of key process variables in anaerobic digestion (AD) when activity corrections are neglected (e.g.,Deviations incurred on the intermediate and partial alkalinity ratio (a key control variable in AD) already reach values over 20% in typical AD scenarios at low ionic strengths.,"Based on these results, a systematic incorporation of activity corrections in AD models is strongly recommended.","This will prevent model overfitting to observations related to inaccurate physicochemistry modelling, at a marginal computational cost.",
10.1016/j.scitotenv.2013.03.080,Mass balance evaluation of polybrominated diphenyl ethers in landfill leachate and potential for transfer from e-waste (2013),"Analysis of landfill samples and laboratory results from a solid-liquid contacting chamber are used to estimate model parameters to simulate an urban landfill system, for past and future scenarios.",This paper explores their transfer from waste streams to water and soil.,"Stepwise debromination is assumed to occur in three sub-systems (e-waste, aqueous leachate phase, and non-e-waste solids).","A comprehensive mass balance model is developed to track polybrominated diphenyl ethers (PBDEs), originating from e-waste and non-e-waste solids leaching from a landfill.","Lower BDEs require more time to disappear than high-molecular weight PBDEs, since debromination takes place in a stepwise manner, according to the simplified reaction scheme."
10.1016/j.jenvrad.2004.07.009,The EXPURT model for calculating external gamma doses from deposited material in inhabited areas (2006),"EXPURT, NRPB's model for calculating external gamma doses in inhabited areas, was originally developed in the mid-1980s.","It enables the impact of the decontamination of surfaces on doses and dose rates to be explored, The paper describes the EXPURT model and presents some preliminary results obtained using it.",The model has been updated to take account of more recent experimental data on the transfer rates between surfaces and to make it more flexible for use in assessing dose rates following an accidental release.,EXPURT is a compartmental model and models the transfer of material between the surfaces using a set of first order differential equations.,
10.1016/j.envsoft.2018.05.004,Metamodel-assisted analysis of an integrated model composition: An example using linked surface water - groundwater models (2018),"Overall, Kriging metamodels provided significant computational savings without compromising the quality of the outcomes, even using small training data sets.",Results from the Monte Carlo simulation showed that the metamodels were in a good agreement with the original responses.,The fast run-times of the metamodels allowed for increased computational budgets leading to an accurate screening of the important parameters for an Elementary Effects Test.,Integrated modelling is a promising approach to simulate processes operating within complex environmental systems.,"In order to retain the process fidelity without loss of accuracy, the use of Kriging metamodels is proposed to perform Monte Carlo simulation and sensitivity analysis, in lieu of compositions developed using the model linking standard OpenMI."
10.1016/j.envsci.2016.09.008,National pathways to the Sustainable Development Goals (SDGs): A comparative review of scenario modelling tools (2016),The long-run processes and systems perspective that are inherent in the SDGs present complex analytical problems for policymakers and analysts.,Current gaps in model capabilities are highlighted in the context of providing analytical support for national development planning for the SDGs.,"Integrated, nationally-owned SDG strategies will be at the centre of national efforts to implement the new sustainable development agenda.","While some existing models are particularly relevant, it is unlikely that an ideal model can analyse all SDG targets and variables of interest within a single modelling framework.",This paper reviews and assesses a broad range of different quantitative models that have the potential to support national development planning for the SDGs.
10.1016/j.jhydrol.2017.07.002,"Design and experimentation of an empirical multistructure framework for accurate, sharp and reliable hydrological ensembles (2017)",This paper outlines the design and experimentation of an Empirical Multistructure Framework (EMF) for lumped conceptual hydrological modeling.,"Optimisation resorts to ensemble calibration, ranking and selection of individual child time series based on optimal bias and reliability trade-offs, as well as accuracy and sharpness improvement of the ensemble.",An analysis of the preferred functional components reveals the importance of the production and total flow elements.,"The EMF concept aims to reduce subjectivity in conceptual hydrological modeling practice and includes model selection in the optimisation steps, reducing initial assumptions on the prior perception of the dominant rainfall-runoff transformation processes.","Results on 37 snow-dominated Canadian catchments and 20 climatically-diversified American catchments reveal the excellent potential of the EMF in generating new individual model alternatives, with high respective performance values, that may be pooled efficiently into ensembles of seven to sixty constitutive members, with low bias and high accuracy, sharpness, and reliability."
10.1002/2016WR019715,A new process sensitivity index to identify important system processes under process model and parametric uncertainty (2017),"This is called multi-model process sensitivity analysis, and the mathematical measure is called process sensitivity index.",Global sensitivity analysis methods have been widely used to identify important processes for system model development and improvement.,"A process sensitivity index is derived as a single summary measure of relative process importance, and the index includes variance in model outputs caused by uncertainty in both process models and their parameters.","To address this problem, this study develops a new method to probe model output sensitivity to competing process models by integrating model averaging methods with variance-based global sensitivity analysis.",It is necessary to develop a method that can identify important factors not for a single model but for multiple models.
